Location,Period,Indicator,Dim1,First Tooltip
Lao People's Democratic Republic,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Lao People's Democratic Republic,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Latvia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,5.1
Latvia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,9.4
Latvia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.6
Lebanon,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,5
Lebanon,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8.4
Lebanon,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.6
Lesotho,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.4
Lesotho,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.1
Lesotho,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Liberia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.4
Liberia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.1
Liberia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Libya,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.1
Libya,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.2
Libya,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Lithuania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,6.1
Lithuania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,11
Lithuania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,2
Luxembourg,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.7
Luxembourg,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,5.8
Luxembourg,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.5
Madagascar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.7
Madagascar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.1
Madagascar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.3
Malawi,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.3
Malawi,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.1
Malawi,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.5
Malaysia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.9
Malaysia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.2
Malaysia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.6
Maldives,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.4
Maldives,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,2.4
Maldives,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.5
Mali,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0
Mali,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.1
Mali,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Malta,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2
Malta,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.1
Malta,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.9
Marshall Islands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,No data
Marshall Islands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,No data
Marshall Islands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,No data
Mauritania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.2
Mauritania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.4
Mauritania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
Mauritius,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.6
Mauritius,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.5
Mauritius,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Mexico,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1
Mexico,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,2
Mexico,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
Micronesia (Federated States of),2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Micronesia (Federated States of),2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Micronesia (Federated States of),2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Monaco,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,No data
Monaco,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,No data
Monaco,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,No data
Mongolia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,5
Mongolia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8.5
Mongolia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.6
Montenegro,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.6
Montenegro,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.4
Montenegro,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Morocco,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.2
Morocco,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.4
Morocco,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
Mozambique,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.1
Mozambique,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.9
Mozambique,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.4
Myanmar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.1
Myanmar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,2
Myanmar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.4
Namibia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.1
Namibia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,7.2
Namibia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.3
Nauru,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Nauru,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.6
Nauru,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Nepal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.1
Nepal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,1.9
Nepal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.4
Netherlands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.8
Netherlands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,1.1
Netherlands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.5
New Zealand,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.6
New Zealand,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
New Zealand,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.6
Nicaragua,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.8
Nicaragua,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,5.8
Nicaragua,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Niger,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0
Niger,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0
Niger,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Nigeria,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.5
Nigeria,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.9
Nigeria,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
Niue,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Niue,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.6
Niue,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Norway,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.3
Norway,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.5
Norway,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,2
Oman,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.2
Oman,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.3
Oman,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Pakistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.2
Pakistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.3
Pakistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Palau,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Palau,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.6
Palau,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Panama,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4
Panama,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.1
Panama,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Papua New Guinea,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Papua New Guinea,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Papua New Guinea,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Paraguay,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.1
Paraguay,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.3
Paraguay,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Peru,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4
Peru,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.1
Peru,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Philippines,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Philippines,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Philippines,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Poland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,10.6
Poland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,18.6
Poland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,3.3
Portugal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.8
Portugal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.1
Portugal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.8
Qatar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.2
Qatar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.2
Qatar,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Republic of Korea,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,8.4
Republic of Korea,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,13.5
Republic of Korea,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,3.4
Republic of Moldova,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.7
Republic of Moldova,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.7
Republic of Moldova,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Romania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.6
Romania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,2.5
Romania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Russian Federation,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,11.6
Russian Federation,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,20.4
Russian Federation,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,4.1
Rwanda,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.5
Rwanda,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8.1
Rwanda,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.5
Saint Kitts and Nevis,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.9
Saint Kitts and Nevis,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,5.9
Saint Kitts and Nevis,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Saint Lucia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.7
Saint Lucia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,5.7
Saint Lucia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.8
Saint Vincent and the Grenadines,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4
Saint Vincent and the Grenadines,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.1
Saint Vincent and the Grenadines,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Samoa,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Samoa,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Samoa,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
San Marino,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,No data
San Marino,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,No data
San Marino,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,No data
Sao Tome and Principe,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.1
Sao Tome and Principe,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,7.2
Sao Tome and Principe,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.2
Saudi Arabia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.1
Saudi Arabia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.1
Saudi Arabia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Senegal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0
Senegal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.1
Senegal,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
Serbia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.6
Serbia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.4
Serbia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Seychelles,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.8
Seychelles,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8
Seychelles,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.4
Sierra Leone,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.8
Sierra Leone,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.9
Sierra Leone,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.6
Singapore,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.6
Singapore,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,1
Singapore,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.3
Slovakia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,6.8
Slovakia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,12.6
Slovakia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.4
Slovenia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,7.7
Slovenia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,13
Slovenia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,2.5
Solomon Islands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Solomon Islands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Solomon Islands,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Somalia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.2
Somalia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.3
Somalia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0
South Africa,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.6
South Africa,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8.2
South Africa,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
South Sudan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,No data
South Sudan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,No data
South Sudan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,No data
Spain,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.9
Spain,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,1.5
Spain,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.3
Sri Lanka,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.5
Sri Lanka,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,1
Sri Lanka,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
Sudan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.1
Sudan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,2
Sudan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.3
Suriname,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4
Suriname,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.2
Suriname,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Sweden,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,5.9
Sweden,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8.3
Sweden,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,3.5
Switzerland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,5.3
Switzerland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8.9
Switzerland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.8
Syrian Arab Republic,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.4
Syrian Arab Republic,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.7
Syrian Arab Republic,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
Tajikistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.5
Tajikistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.9
Tajikistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.2
Thailand,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.6
Thailand,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.6
Thailand,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.7
The former Yugoslav Republic of Macedonia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.6
The former Yugoslav Republic of Macedonia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.4
The former Yugoslav Republic of Macedonia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Timor-Leste,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,1.1
Timor-Leste,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,1.8
Timor-Leste,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.3
Togo,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,6.1
Togo,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,10
Togo,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,2.4
Tonga,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Tonga,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.7
Tonga,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Trinidad and Tobago,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4
Trinidad and Tobago,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,6.1
Trinidad and Tobago,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.9
Tunisia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.4
Tunisia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.8
Tunisia,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
Turkey,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.2
Turkey,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,5.6
Turkey,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1
Turkmenistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.6
Turkmenistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,4.6
Turkmenistan,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.8
Tuvalu,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,2.4
Tuvalu,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,3.6
Tuvalu,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Uganda,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.6
Uganda,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,8.2
Uganda,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.1
Ukraine,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,3.7
Ukraine,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,7.2
Ukraine,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.9
United Arab Emirates,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,0.4
United Arab Emirates,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,0.5
United Arab Emirates,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,0.1
United Kingdom of Great Britain and Northern Ireland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,7.3
United Kingdom of Great Britain and Northern Ireland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,10.8
United Kingdom of Great Britain and Northern Ireland,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,4
United Republic of Tanzania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,4.4
United Republic of Tanzania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,7.6
United Republic of Tanzania,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,1.4
United States of America,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Both sexes,6.3
United States of America,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Male,7.7
United States of America,2016,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",Female,4.9
