Location,Indicator,Period,First Tooltip
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2009,8.4
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2008,8.8
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2007,7.1
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2006,5.1
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2005,7.4
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2004,2
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2003,2.7
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2002,No data
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2001,2.7
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",2000,2.5
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",1999,2.5
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",1998,3.1
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",1997,2.7
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",1996,2.8
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",1995,No data
Georgia,"Alcohol-related road traffic crashes, per 100,000 population",1994,1
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2015,18.3
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2014,18.6
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2013,19.4
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2012,20.1
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2011,20.3
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2010,20
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2009,21.4
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2008,22.6
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2007,25.8
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2006,25.6
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2005,27.1
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2004,27.7
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2003,29.8
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2002,31.1
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2001,31.5
Germany,"Alcohol-related road traffic crashes, per 100,000 population",2000,33.5
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1999,34.6
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1998,35.1
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1997,40.2
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1996,42.2
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1995,45.3
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1994,49.2
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1993,50.9
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1992,51
Germany,"Alcohol-related road traffic crashes, per 100,000 population",1991,52.4
Greece,"Alcohol-related road traffic crashes, per 100,000 population",2004,13.2
Greece,"Alcohol-related road traffic crashes, per 100,000 population",2003,12.9
Greece,"Alcohol-related road traffic crashes, per 100,000 population",2002,13.8
Greece,"Alcohol-related road traffic crashes, per 100,000 population",2001,17.3
Greece,"Alcohol-related road traffic crashes, per 100,000 population",2000,19.4
Greece,"Alcohol-related road traffic crashes, per 100,000 population",1999,23
Greece,"Alcohol-related road traffic crashes, per 100,000 population",1998,23.6
Guatemala,"Alcohol-related road traffic crashes, per 100,000 population",2013,5
Guatemala,"Alcohol-related road traffic crashes, per 100,000 population",2012,3.9
Guatemala,"Alcohol-related road traffic crashes, per 100,000 population",2011,3.5
Guatemala,"Alcohol-related road traffic crashes, per 100,000 population",2010,5
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2016,16.3
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2015,16.1
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2014,16.2
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2013,16.8
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2012,17.1
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2011,16.5
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2010,18.9
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2009,22.7
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2008,23.4
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2007,28.4
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2006,27.6
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2005,25.6
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2004,28.8
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2003,24.2
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2002,24
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2001,21
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",2000,20.2
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1999,21.8
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1998,23.2
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1997,31.1
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1996,21.6
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1995,23.6
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1994,23.1
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1993,21.7
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1992,34
Hungary,"Alcohol-related road traffic crashes, per 100,000 population",1991,34.8
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2013,10.5
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2012,13
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2011,12.2
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2010,13.9
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2009,16.3
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2008,23.6
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2007,19.4
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2006,13
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2005,11.8
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2004,18.1
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2003,12.5
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2002,14.7
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2001,15.9
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",2000,20
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1999,20.9
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1998,16
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1997,No data
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1996,24.1
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1995,25.1
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1994,24.2
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1993,22.2
Iceland,"Alcohol-related road traffic crashes, per 100,000 population",1992,20.3
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2009,7.2
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2008,6.7
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2007,7.8
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2006,8
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2005,4.7
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2004,5.1
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2003,5.1
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2002,4.8
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2001,4.9
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",2000,4.3
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",1999,3.5
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",1998,2.9
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",1997,2.5
Ireland,"Alcohol-related road traffic crashes, per 100,000 population",1996,2.8
Italy,"Alcohol-related road traffic crashes, per 100,000 population",2002,5.1
Italy,"Alcohol-related road traffic crashes, per 100,000 population",2001,4.8
Italy,"Alcohol-related road traffic crashes, per 100,000 population",2000,5.8
Italy,"Alcohol-related road traffic crashes, per 100,000 population",1999,5.3
Italy,"Alcohol-related road traffic crashes, per 100,000 population",1998,4.8
Italy,"Alcohol-related road traffic crashes, per 100,000 population",1997,4.8
Italy,"Alcohol-related road traffic crashes, per 100,000 population",1996,4.8
Italy,"Alcohol-related road traffic crashes, per 100,000 population",1995,4.3
Italy,"Alcohol-related road traffic crashes, per 100,000 population",1994,3.1
Italy,"Alcohol-related road traffic crashes, per 100,000 population",1993,2.3
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2013,0.2
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2012,0.2
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2011,0.3
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2010,0.3
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2009,No data
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2008,No data
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2007,No data
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2006,No data
Japan,"Alcohol-related road traffic crashes, per 100,000 population",2005,0.4
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",2004,8.1
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",2003,8.4
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",2002,15.2
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",2001,12.2
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",2000,8.6
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",1999,8.1
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",1998,21.1
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",1997,19.4
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",1996,16.7
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",1995,19.8
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",1994,16.2
Kazakhstan,"Alcohol-related road traffic crashes, per 100,000 population",1993,14.4
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2008,111.8
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2007,119.1
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2006,95.8
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2005,89.3
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2004,6.2
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2003,9.1
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2002,6.1
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2001,7.1
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",2000,6.1
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",1999,5.4
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",1998,6.2
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",1997,6.6
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",1996,6.5
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",1995,6.1
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",1994,No data
Kyrgyzstan,"Alcohol-related road traffic crashes, per 100,000 population",1993,8.4
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2014,23.7
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2013,26.7
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2012,30.1
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2011,36.8
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2010,46
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2009,35.7
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2008,37.4
Lao People's Democratic Republic,"Alcohol-related road traffic crashes, per 100,000 population",2007,16.6
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2015,20.6
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2014,20.6
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2013,20.7
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2012,15.6
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2011,18.5
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2010,16
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2009,16.4
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2008,26.1
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2007,31.7
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2006,28.2
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2005,32.2
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2004,33.1
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2003,36.6
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2002,39.1
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2001,38.1
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",2000,53.7
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1999,58.6
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1998,58.9
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1997,52.8
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1996,50.9
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1995,55.3
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1994,36.3
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1993,37.9
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1992,38.6
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1991,36.8
Latvia,"Alcohol-related road traffic crashes, per 100,000 population",1990,40.1
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2015,15.4
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2014,18.4
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2013,18.6
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2012,13.8
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2011,12.7
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2010,12.8
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2009,No data
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2008,No data
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2007,No data
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2006,No data
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2005,No data
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2004,29.4
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2003,26.1
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2002,29
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2001,29.9
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",2000,31.9
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",1999,31.6
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",1998,33
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",1997,28.1
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",1996,23.2
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",1995,19.6
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",1994,20.7
Lithuania,"Alcohol-related road traffic crashes, per 100,000 population",1993,23.3
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",2004,31.3
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",2003,31.6
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",2002,42.9
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",2001,36.2
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",2000,44.3
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1999,43.4
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1998,51.7
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1997,45.5
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1996,No data
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1995,No data
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1994,No data
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1993,45.9
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1992,No data
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1991,No data
Luxembourg,"Alcohol-related road traffic crashes, per 100,000 population",1990,52.1
Malta,"Alcohol-related road traffic crashes, per 100,000 population",2001,0.3
Malta,"Alcohol-related road traffic crashes, per 100,000 population",2000,No data
Malta,"Alcohol-related road traffic crashes, per 100,000 population",1999,No data
Malta,"Alcohol-related road traffic crashes, per 100,000 population",1998,No data
Malta,"Alcohol-related road traffic crashes, per 100,000 population",1997,0.3
Malta,"Alcohol-related road traffic crashes, per 100,000 population",1996,No data
Malta,"Alcohol-related road traffic crashes, per 100,000 population",1995,No data
Malta,"Alcohol-related road traffic crashes, per 100,000 population",1994,0.9
Monaco,"Alcohol-related road traffic crashes, per 100,000 population",1999,50.4
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",2004,12.9
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",2003,12.9
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",2002,13.5
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",2001,14
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",2000,15.4
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1999,16.2
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1998,16
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1997,No data
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1996,No data
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1995,16.6
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1994,6.6
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1993,6.5
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1992,16.2
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1991,No data
Netherlands,"Alcohol-related road traffic crashes, per 100,000 population",1990,17.5
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2014,26.3
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2013,28.2
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2012,42.5
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2011,No data
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2010,35.1
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2009,38
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2008,39.8
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2007,40.2
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2006,39.7
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2005,34.8
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2004,33.2
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2003,33.7
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2002,35.2
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2001,31.1
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",2000,30.2
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1999,32.7
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1998,38.8
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1997,40.5
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1996,48
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1995,62.1
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1994,61.7
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1993,58.7
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1992,71.5
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1991,76.9
New Zealand,"Alcohol-related road traffic crashes, per 100,000 population",1990,87.9
Philippines,"Alcohol-related road traffic crashes, per 100,000 population",2014,1.3
Philippines,"Alcohol-related road traffic crashes, per 100,000 population",2013,1.7
Philippines,"Alcohol-related road traffic crashes, per 100,000 population",2012,2.9
Philippines,"Alcohol-related road traffic crashes, per 100,000 population",2011,2.3
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2015,5.8
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2014,6.7
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2013,7.8
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2012,9.2
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2011,10.5
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2010,9.1
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2009,9.2
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2008,10.8
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2007,10.4
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2006,10.5
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2005,15
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2004,15.1
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2003,18
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2002,20.3
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2001,19.4
Poland,"Alcohol-related road traffic crashes, per 100,000 population",2000,24.4
Poland,"Alcohol-related road traffic crashes, per 100,000 population",1999,24.2
Poland,"Alcohol-related road traffic crashes, per 100,000 population",1998,28.5
Poland,"Alcohol-related road traffic crashes, per 100,000 population",1997,32.3
Poland,"Alcohol-related road traffic crashes, per 100,000 population",1996,26.3
Poland,"Alcohol-related road traffic crashes, per 100,000 population",1995,28.7
Poland,"Alcohol-related road traffic crashes, per 100,000 population",1994,28.4
Poland,"Alcohol-related road traffic crashes, per 100,000 population",1993,26.4
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1999,25.7
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1998,No data
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1997,21.1
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1996,24.7
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1995,22.6
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1994,24.8
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1993,31.6
Portugal,"Alcohol-related road traffic crashes, per 100,000 population",1992,28.7
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2014,48.1
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2013,53.4
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2012,58.7
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2011,57.7
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2010,58.4
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2009,57.8
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2008,55.4
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2007,59
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2006,62.7
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2005,55.6
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2004,53.2
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2003,66.4
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2002,53.5
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2001,53.8
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",2000,60.8
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",1999,51.7
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",1998,55.5
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",1997,50.6
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",1996,57.3
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",1995,39.9
Republic of Korea,"Alcohol-related road traffic crashes, per 100,000 population",1994,40.4
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2007,7.9
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2006,7.1
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2005,6.2
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2004,No data
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2003,6.8
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2002,6.3
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2001,8.2
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",2000,8
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1999,7.4
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1998,9.9
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1997,12.4
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1996,11.5
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1995,9.8
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1994,5.9
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1993,5.8
Republic of Moldova,"Alcohol-related road traffic crashes, per 100,000 population",1992,11
Romania,"Alcohol-related road traffic crashes, per 100,000 population",2003,1.4
Romania,"Alcohol-related road traffic crashes, per 100,000 population",2002,1.2
Romania,"Alcohol-related road traffic crashes, per 100,000 population",2001,2.1
Romania,"Alcohol-related road traffic crashes, per 100,000 population",2000,2.5
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1999,2.6
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1998,2.2
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1997,3.6
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1996,3.9
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1995,4
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1994,3.6
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1993,3.3
Romania,"Alcohol-related road traffic crashes, per 100,000 population",1992,2.3
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2015,10.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2014,11.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2013,9.5
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2012,9
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2011,8.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2010,8.3
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2009,8.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2008,9.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2007,10.9
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2006,11.9
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2005,13.7
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2004,21.6
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2003,23.9
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2002,23.5
Russian Federation,"Alcohol-related road traffic crashes, per 100,000 population",2001,21.9
