Location,Period,Indicator,Dim1,First Tooltip
Lithuania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,19.9
Lithuania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.6
Luxembourg,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.6
Luxembourg,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10.5
Luxembourg,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.7
Madagascar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,2.6
Madagascar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,4.7
Madagascar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.5
Malawi,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,3.5
Malawi,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,6.3
Malawi,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.7
Malaysia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,3
Malaysia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,5
Malaysia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1
Maldives,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,2.3
Maldives,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,3.9
Maldives,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.8
Mali,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.8
Mali,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1.5
Mali,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0
Malta,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,3.6
Malta,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,5.6
Malta,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.6
Marshall Islands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,No data
Marshall Islands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,No data
Marshall Islands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,No data
Mauritania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.4
Mauritania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.7
Mauritania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Mauritius,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.5
Mauritius,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.8
Mauritius,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.4
Mexico,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,2.3
Mexico,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,4.3
Mexico,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.4
Micronesia (Federated States of),2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Micronesia (Federated States of),2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.6
Micronesia (Federated States of),2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Monaco,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,No data
Monaco,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,No data
Monaco,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,No data
Mongolia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,7.8
Mongolia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,13.3
Mongolia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.5
Montenegro,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6
Montenegro,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.9
Montenegro,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.2
Morocco,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.4
Morocco,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.8
Morocco,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Mozambique,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,3.2
Mozambique,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,5.9
Mozambique,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.7
Myanmar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,1.9
Myanmar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,3.2
Myanmar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.6
Namibia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.3
Namibia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10.9
Namibia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.1
Nauru,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Nauru,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.9
Nauru,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Nepal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,1.8
Nepal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,3.1
Nepal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.6
Netherlands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,1.5
Netherlands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,2
Netherlands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.9
New Zealand,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,4
New Zealand,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,5.6
New Zealand,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.5
Nicaragua,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.6
Nicaragua,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.7
Nicaragua,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.7
Niger,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.7
Niger,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1.4
Niger,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0
Nigeria,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.6
Nigeria,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1.1
Nigeria,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Niue,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Niue,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.9
Niue,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Norway,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,7.2
Norway,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10.6
Norway,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.8
Oman,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.4
Oman,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.6
Oman,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Pakistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.4
Pakistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.6
Pakistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Palau,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Palau,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.9
Palau,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Panama,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.8
Panama,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.9
Panama,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.7
Papua New Guinea,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Papua New Guinea,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.8
Papua New Guinea,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Paraguay,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,7
Paraguay,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10.2
Paraguay,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.7
Peru,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,8.9
Peru,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,14
Peru,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.8
Philippines,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Philippines,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.8
Philippines,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Poland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,12.8
Poland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,22.7
Poland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.7
Portugal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.8
Portugal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,11
Portugal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.2
Qatar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.3
Qatar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.4
Qatar,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Republic of Korea,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,13.9
Republic of Korea,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,21.2
Republic of Korea,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,6.8
Republic of Moldova,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6
Republic of Moldova,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10.3
Republic of Moldova,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.2
Romania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,2.8
Romania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,4.5
Romania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.4
Russian Federation,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,20.9
Russian Federation,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,36.9
Russian Federation,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,7.4
Rwanda,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,7
Rwanda,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,12.2
Rwanda,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.5
Saint Kitts and Nevis,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.6
Saint Kitts and Nevis,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.7
Saint Kitts and Nevis,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.6
Saint Lucia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.5
Saint Lucia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.5
Saint Lucia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.6
Saint Vincent and the Grenadines,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.9
Saint Vincent and the Grenadines,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10
Saint Vincent and the Grenadines,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.7
Samoa,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.4
Samoa,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.8
Samoa,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
San Marino,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,No data
San Marino,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,No data
San Marino,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,No data
Sao Tome and Principe,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.4
Sao Tome and Principe,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10.9
Sao Tome and Principe,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.9
Saudi Arabia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.3
Saudi Arabia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.5
Saudi Arabia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Senegal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.7
Senegal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1.4
Senegal,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0
Serbia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.9
Serbia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.9
Serbia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.1
Seychelles,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,7.3
Seychelles,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,12.2
Seychelles,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.3
Sierra Leone,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,3.5
Sierra Leone,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,6.3
Sierra Leone,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.7
Singapore,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,1.1
Singapore,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1.7
Singapore,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.5
Slovakia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,12.2
Slovakia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,22.8
Slovakia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.5
Slovenia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,13.9
Slovenia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,23.5
Slovenia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,4.5
Solomon Islands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Solomon Islands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.7
Solomon Islands,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.7
Somalia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.4
Somalia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.6
Somalia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
South Africa,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,7
South Africa,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,12.4
South Africa,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
South Sudan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,No data
South Sudan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,No data
South Sudan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,No data
Spain,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,1.5
Spain,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,2.7
Spain,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.5
Sri Lanka,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,3.1
Sri Lanka,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,5.9
Sri Lanka,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.7
Sudan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,1.3
Sudan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,2.3
Sudan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.3
Suriname,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.9
Suriname,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10
Suriname,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.7
Sweden,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,11
Sweden,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,14.7
Sweden,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,7.3
Switzerland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,9.5
Switzerland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,16.1
Switzerland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.2
Syrian Arab Republic,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.6
Syrian Arab Republic,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1
Syrian Arab Republic,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Tajikistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.9
Tajikistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1.6
Tajikistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.3
Thailand,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.4
Thailand,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10
Thailand,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.9
The former Yugoslav Republic of Macedonia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6
The former Yugoslav Republic of Macedonia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.9
The former Yugoslav Republic of Macedonia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.1
Timor-Leste,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,1.8
Timor-Leste,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,3
Timor-Leste,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.6
Togo,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,9.5
Togo,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,15.1
Togo,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,4
Tonga,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.2
Tonga,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.8
Tonga,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Trinidad and Tobago,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.7
Trinidad and Tobago,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.9
Trinidad and Tobago,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.7
Tunisia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.6
Tunisia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,1.1
Tunisia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.2
Turkey,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,4.8
Turkey,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.1
Turkey,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.7
Turkmenistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.9
Turkmenistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.9
Turkmenistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.1
Tuvalu,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.3
Tuvalu,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.9
Tuvalu,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Uganda,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,7.1
Uganda,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,12.4
Uganda,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.9
Ukraine,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6
Ukraine,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,11.5
Ukraine,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.4
United Arab Emirates,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.7
United Arab Emirates,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.8
United Arab Emirates,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.2
United Kingdom of Great Britain and Northern Ireland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,8.7
United Kingdom of Great Britain and Northern Ireland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,13
United Kingdom of Great Britain and Northern Ireland,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,4.7
United Republic of Tanzania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.8
United Republic of Tanzania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,11.5
United Republic of Tanzania,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.2
United States of America,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,13.9
United States of America,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,17.6
United States of America,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,10.4
Uruguay,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.4
Uruguay,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.6
Uruguay,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.4
Uzbekistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.9
Uzbekistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.9
Uzbekistan,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2.1
Vanuatu,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.2
Vanuatu,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,8.8
Vanuatu,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.8
Venezuela (Bolivarian Republic of),2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.9
Venezuela (Bolivarian Republic of),2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,10
Venezuela (Bolivarian Republic of),2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,3.8
Viet Nam,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.4
Viet Nam,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.8
Viet Nam,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.2
Yemen,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,0.4
Yemen,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,0.6
Yemen,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,0.1
Zambia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,5.5
Zambia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,9.8
Zambia,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,1.2
Zimbabwe,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Both sexes,6.4
Zimbabwe,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Male,11.1
Zimbabwe,2016,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",Female,2
