Location,Indicator,Period,Dim1,First Tooltip
Saint Vincent and the Grenadines,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,69.5
Saint Vincent and the Grenadines,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,44
Samoa,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,40.4
Samoa,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,19.4
San Marino,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,No data
San Marino,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,No data
Sao Tome and Principe,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,64.6
Sao Tome and Principe,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,39.4
Saudi Arabia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,4
Saudi Arabia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,2.3
Senegal,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,14.7
Senegal,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,10.5
Serbia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,77.3
Serbia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,57.3
Seychelles,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,77.1
Seychelles,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,54.2
Sierra Leone,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,61.8
Sierra Leone,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,35.7
Singapore,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,30.3
Singapore,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,34.9
Slovakia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,77.5
Slovakia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,62
Slovenia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,78.1
Slovenia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,62.5
Solomon Islands,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,27.3
Solomon Islands,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,16.2
Somalia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,7.4
Somalia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,2.3
South Africa,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,69.5
South Africa,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,43.4
South Sudan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,49.4
South Sudan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,30.1
Spain,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,73.8
Spain,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,56.3
Sri Lanka,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,56.7
Sri Lanka,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,28.2
Sudan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,17.8
Sudan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,4.8
Suriname,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,56.1
Suriname,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,34.4
Sweden,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,70.3
Sweden,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,56.4
Switzerland,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,74.9
Switzerland,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,63.3
Syrian Arab Republic,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,7.6
Syrian Arab Republic,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,1.2
Tajikistan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,60.5
Tajikistan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,29.8
Thailand,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,71.1
Thailand,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,43.6
The former Yugoslav Republic of Macedonia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,72
The former Yugoslav Republic of Macedonia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,47.8
Timor-Leste,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,34.4
Timor-Leste,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,18.6
Togo,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,43.7
Togo,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,22.6
Tonga,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,30
Tonga,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,16.5
Trinidad and Tobago,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,69
Trinidad and Tobago,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,50.8
Tunisia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,33
Tunisia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,8
Turkey,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,37.2
Turkey,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,10.9
Turkmenistan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,69
Turkmenistan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,38.8
Tuvalu,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,No data
Tuvalu,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,No data
Uganda,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,70.4
Uganda,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,47.2
Ukraine,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,51.6
Ukraine,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,58.4
United Arab Emirates,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,42.7
United Arab Emirates,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,20
United Kingdom of Great Britain and Northern Ireland,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,77
United Kingdom of Great Britain and Northern Ireland,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,63.4
United Republic of Tanzania,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,69.7
United Republic of Tanzania,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,45.8
United States of America,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,74.1
United States of America,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,59.2
Uruguay,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,74.4
Uruguay,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,57
Uzbekistan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,58.6
Uzbekistan,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,29.2
Vanuatu,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,20.2
Vanuatu,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,14.5
Venezuela (Bolivarian Republic of),"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,60.5
Venezuela (Bolivarian Republic of),"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,34.5
Viet Nam,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,70
Viet Nam,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,39.2
Yemen,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,2
Yemen,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,0.6
Zambia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,57.4
Zambia,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,31.9
Zimbabwe,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Male,54.4
Zimbabwe,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2016,Female,29
